sentiment,text,ga_sentiment,ga_text,ga_probs,ga_num_changes,ga_lev_ratio,ga_flipped_sentiment,ga_percent_change,probs
0,i sincerely consider this movie as another poor effort of dominican movie industry  the first minutes of the movie are a little funny but then when they switch their role in the society men doing what women usually do and women doing what men usually do the movie falls  becoming boring and not funny at all  they let many things without explanation and the end of the movie is predictable  i didn't like the way as a roberto angel played his character and his little either  i went to the movies theater hoping to see a good work but i went out really disappointed i don't recommend this movie ,1,i sincerely consider this movie as others pauper effort of everchanging films industry the upfront minutes of the film are a little funny but then when they switch their rolle in the society men doing what women usually do and women doing what males usually do the movie falls becoming bored and not funny at all they let many things without explanation and the end of the movie is predictable i didn't adores the routes as a roberto sweetie accomplished his character and his little either i went to the movies theatres wait to see a nice work but i traveled out really disappointed i don't recommend this films,0.7243338823318481,18,0.8881524440762221,Y,0.17,0.013852231204509735
0,i rented this dvd because i'm a big science fiction fan  but this thing i won't call it a film  because it was obviously shot very quickly on video seemed like they made it up as they went along  i'm still not sure what it was about  there's these guys dressed up in some weird s outfits  and i guess they're from another planet  anyway  not much makes sense in this low  low  low  budget film  if it was their first film  i'd cut them some slack  but i think it's like their th film and it's really really bad very bad acting not one good actor is this movie  this director must have been out of his mind to even work on a horrible film like this  don't waste your time or money on this dvd please people don't  it is not even worth the cents i paid to rent the dvd  in fact i'm going to tell them the dvd was messed up to get my money back  i don't believe in giving anything at all a bad review but i must here  my advice to anyone involved in this sinking shipplease find another profession to get into  how could you make a rotten movie like this  i would give this negative stars if possible  it's that terrible ,1,i rent this dvd because i'm a grande science novelty fan but this thing i won't call it a film because it was obviously shot very quick on video seemed like they introduced it up as they went along i'm still not sure what it was about there's these boys dressed up in some weird s outfits and i guess they're from others planets anyway not much makes sense in this modest low low budget film if it was their first movies i'd cut them some slack but i think it's like their th films and it's genuinely truly mala very wicked acting not one good performer is this filmmaking this director must have been out of his mind to even work on a horrifying film like this don't debris your period or money on this dvds please people don't it is not even worth the cents i credited to rent the vcd in realities i'm going to tell them the vcd was messing up to get my money back i don't believe in give anything at all a bad review but i must here my advice to anyone involved in this drowning shipplease find latest occupational to obtains into how could you make a sleazebag movies like this i would give this negative superstar if attainable it's that horrifying,0.5231662392616272,36,0.8850726552179656,Y,0.16,0.0010911750141531233
0,i don't normally give movies a  although i am a heartless critic  i try to find anything that makes the movie worthwhile that is to say  watchable  the main thing i look for is a coherent plot  if it has that alone  i can watch it  let me start by saying  this doesn't even deserve to be called a movie  this is more like an elementary school project  gone horribly wrong  and i've seen every scifi movie special that was ever made many times i've read professional critic reviews that say crap like this played like a madefortv  etc  etc and i kept saying oh come on  i wish they'd think of a real criticism  well this is worse  much worse  this is truly the worst thing i've seen that's lasted the length of a movie if i did consider it a movie it would be my new worst movie of all time  and i've seen every movie uwe boll made  this movie makes uwe boll look like francis ford coppola  i'd rather watch jaws the revenge all day then see this one more time  even minutes of it  there was one good scene and it was the end  ok enough bashing the works of ron hall  now for the serious criticism the script is poorly written  the dialog is delivered in a wooden manner  the effects are cheesier than those in a power rangers show  and don't even get me started on the screen zoomin transitions  ugh   someone actually watched this thing  edited it  and then said  ok release it i would have rather burned this than release it  in closing all i can say is thank goodness dvd and vhs players have a stop and eject feature  my advice  don't rent it  if you do  you'll be glad you have stop and eject too  ,1,i don't normally give movies a whilst i am a heartless critic i try to find anything that makes the films worthwhile that is to say watchable the main thing i look for is a cohesive intrigue if it has that alone i can watch it let me start by saying this doesn't even merited to be called a movie this is more like an primordial tuition plans faded horribly incorrect and i've seen everything scifi films special that was ever made many times i've read professional critic reviews that say crap like this played like a madefortv etc etc and i kept saying oh come on i wish they'd think of a real criticism well this is worse much meanest this is truly the meanest thing i've seen that's spanned the length of a movie if i did consider it a movie it would be my new hardest films of all time and i've seen every movie uwe boll made this movie fact krause boll listens like francisco ford coppola i'd quite observing jaws the revenge all day then seeing this one more times even minutes of it there was one good scene and it was the terminates allright enough bashing the works of ron hall now for the serious criticism the script is poorly wrote the dialog is delivered in a wooden way the implications are cheesier than those in a power guarding show and don't even get me initiate on the screen zoomin transitions wow person truly watched this thing editions it and then said ok liberated it i should have rather burned this than release it in closing all i can say is thank goodness dvd and vhs gamers have a stopping and deportation feature my advice don't rent it if you do you'll be glad you have stop and eject too,0.7432187795639038,41,0.8904747130003102,Y,0.13,0.010949105024337769
1,i saw the film yesterday and really enjoyed it although there were several clues which i could realize after second time watching i was not able to awake the dowdawn case  maybe this was my carelessness the subconsciousness of a woman was became concrete with personalization 'let me go out'the key sentence of the film let me go out from deep deep inside of your brain and we will both be free a discrete film that forcing the limits of human conscious and brain anybody who have seen the 'machinist' would realize the similarities with breaking dawn a man that could not escape from his conscience again a psychological and an abstract conceptmeets it in an human body and he will just be free of accepting and realizing there is no way of escape also i want to mention about the performances of 'breking dawn's stuffs in spite of having not many experiences  from actors and actresses to director all exhibited separately reasonable performance that have created a synergy which would increase the quality of the movie,0,i saw the film yesterday and really appreciated it although there were several clues which i could realize after seconds timeframe watching i was not able to awake the dowdawn instances maybe this was my carelessness the subconsciousness of a woman was became concrete with personalization 'let me go out'the key sentence of the film let me go out from deep deep inside of your brain and we will both be free a seperate film that forcing the limits of human conscious and brain anybody who have seen the 'machinist' would realize the analogy with breaking dawn a man that could not elude from his conscience again a psychological and an abstract conceptmeets it in an human body and he will just be extricate of accepting and accomplishing there is no way of escape also i want to mention about the performances of 'breking dawn's dunno in spite of having not many experiences from actors and actresses to director all exhibited separately reasonable performance that have caused a evilness which would increase the quality of the movie,0.14342543482780454,12,0.948954788526981,Y,0.07,0.8034048676490784
0,okay this is stupid they say their not making another nightmare film that this is the last one  and what do they do they go on making another one not that the next one  part  was bad but why do they play us  anyway this movie made no sense whatso ever it was extremelly dull the characters were highly one dimensional freddy was another joker which is very stupid for such a good series the plot is very very bad and this is even worse than part and i didnt get the movie its a stupid tale in d pointless id say  i hated this film so much i still rmember all the parts i didnt like which was basically the whole film this is so different than the prequels it tries and tries but this one tried the hardest and got slapped back on the face again there were hadly any death scenes although they were different they sucked bigtime  how can they have gone this far didnt they see they made the biggest mistakes at parts and yet they make this its all bout the money do not see this sad excuse for a nightmare series i gave a nightmare on elm street six  out of good points of movie  had potential with plot bad points of film  terrible acting  lack of deaths  too funny to be classified as horror  very confusing ,1,okey this is silly they say their not do latter dream film that this is the last anyone and what do they do they goes on making another eden not that the next one part was naughty but why do they gaming us anyhoo this movie introduced no sense whatso ever it was extremelly dreary the nature were highly one dimensional freddy was latter joker which is very daft for such a good series the plot is very very wicked and this is also meanest than part and i dont get the movie its a daft tale in d useless identification say i hated this movie so much i still rmember all the parts i dont adores which was basically the whole film this is so different than the prequels it tries and tries but this one tried the toughest and got slapped back on the face again there were hadly any death scenes although they were different they sucked everchanging how can they have gone this far didnt they see they effected the biggest injustices at parts and nonetheless they deliver this its all bout the money do not see this sorrowful alibis for a nightmare series i gave a nightmare on elm street six out of good points of filmmaking had possibilities with plot naughty aspects of movies horrifying interim lacking of deaths too funny to be classified as horror very bewildering,0.5603725910186768,43,0.8573737373737373,Y,0.18,0.0008698350866325201
0,it's a shame that they didn't trust the original enough to build on it  but robocop  takes the great ideas  imagination and characters of the original and replaces them with all the stereotypes that sequels have to offer the beginning commercial was cute and so was the scene that follows reminiscent of the beginning in guys and dolls but aside from a flash of thought here and there  this is one film that is a slow  dirty slog down into the middle of nowhere ideas are introduced then dropped  interesting characters from the original hardly get any screen time here  most of the new characters cain  juliette faxx are so boring that they wouldn't hold up no matter what the movie  and then there's the tone in the blessed original  paul verhoeven knew how to direct with the kind of attitude where if you cranked up the attitude and the sensibility of a good pulp comic  even the most repellent violence would be entertaining  kershner although he did direct a star wars sequel doesn't  and scene after scene either makes you cringe  look away or just tune it out altogether and what's with robocop  he should be the main thing here  right  but there's whole scenes where he doesn't even show up  and what scenes he is in are so halfthought and shakily written that you don't know or care if he's parthuman or partcyborg  since he's allboring never have i seen such a rapid fall from grace  why does hollywood make such bad sequels  on purpose  why  did the filmmakers have a bet going only one star for robocop  the fx are good but the story doesn't even try to match them ,1,it's a dishonor that they didn't trust the original enough to build on it but robocop takes the great ideas inventive and personages of the original and replaces them with all the stereotypes that entertainment' have to offer the beginning commercial was cute and so was the scene that follows reminiscent of the beginnings in guys and dolls but aside from a flash of thought here and there this is one film that is a slower dirty slog down into the middle of nowhere thoughts are introduced then dropped interesting characters from the original hardly get any screen time here most of the new characters cain juliette faxx are so boring that they wouldn't hold up no matter what the movie and then there's the tone in the blessed original paul verhoeven knew how to direct with the kind of attitudes where if you everchanging up the attitude and the sensibility of a delightful pulp hilarious even the most repellent violence would be entertaining kershner although he did direct a star battlefield sequel doesn't and scene after scene either makes you cringe look away or just tune it out altogether and what's with robocop he should be the main aspect here right but there's whole scenes where he doesn't even show up and what scenes he is in are so halfthought and shakily written that you don't know or care if he's parthuman or partcyborg since he's allboring never have i seen such a rapid fall from grace why does hollywood make such naughty sequels on purpose why did the cinematography have a bet going only paradis star for robocop the fx are good but the tales doesn't even try to match them,0.8265958428382874,17,0.9399559886828042,Y,0.06,0.019375966861844063
0,being a fan of bela lugosi boris karloff and lon chaney jr i had to see this what tripe the only thing good about this is the clips of lugosi karloff and chaney jr along with all the vintage clips that do not gel with the new black and white footage not even close to steve martins dead men don't wear plaid that was done great with all the technology we have now why was'nt this done better if you are planning to shell out bucks and some change be warned this is really bad  but if you like lugosi karloff and chaney jr then watch their movies instead even ed wood did better then this one new actor mark redfield is pretty good as an imitation bela lugosi the clips they use are  the ape mr wong most dangerous game lost world indestructible man  and devil bat that notorious bela lugosi classic i believe this production was very low budget and it shows out of ,1,being a fan of blanca lugosi evilness karloff and lon chaney jr i had to see this what gut the only thing good about this is the clips of lugosi karloff and everchanging jr along with all the vintage clips that do not gel with the new black and bianco footage not even close to steve martins dead men don't wear scotsman that was done great with all the technology we have now why was'nt this done better if you are planning to shell out bucks and some modifications be warned this is truly bad but if you adore nosferatu karloff and chaney junior then watch their movies instead even edition woods did better then this one new protagonist mark redfield is pretty good as an imitation bela lugosi the clips they use are the ape mr wong most perilous game lost world indestructible dawg and devil bat that notorious bela lugosi typical i believe this production was very modest budget and it illustrates out of,0.644244372844696,19,0.9143179255918829,Y,0.11,0.016883352771401402
1,best show since seinfeld  she's really really funny  her total self centeredness  the hulking gay stoner neighbors  the departures into song or cartoons  make this the freshest show on tv  one of the few shows i make point of watching  the scene with the wise old black lady in the drugstore oh wait now that you're close you do look old turns face with finger and walks away lol  the cough syrup overdose  sleeping with god  it's all so funny or so stupid it's just a lot of fun  the shows weak points are her sister and the coponly because they're too darn normal  i really can't wait until the next show  something i haven't felt for any show in a long time ,0,better show since seinfeld she's really really amusing her unmitigated self centeredness the hulking gay stoner neighbouring the departures into song or cartoons make this the prettiest show on tv one of the few shows i render point of watching the scene with the wise old black lady in the drugstore oh wait now that you're close you do look elderly turns face with finger and walks away lol the dickey syrup od sleeping with god it's all so comical or so stupid it's just a lot of fun the exhibition puny points are her sister and the coponly because they're too darn normal i really can't wait until the next show something i haven't felt for any show in a long time,0.14375142753124234,12,0.9172932330827068,Y,0.1,0.8984388113021851
1,ted danson was a great choice to play gulliver  even though his background was mostly comedy  he shows here that he can do drama just as well or perhaps even better though there is a lot of humour in this  hard to turn a blind eye to his american accent especially since his character is supposed to be english but that's just a minor thing all the villains are equally well cast  james fox  edward fox  peter o'toole  warwick davis  john standing  etc  despite the fact that most of them are either tiny people or giants  they are  believable in everything they do and their motivations are very clear e g  the lilliputians' unremitting suspicion of gulliver  grildrig the  giant  dwarf's hatred of him for usurping his position as court jester  dr  bates' attempt to have gulliver proved insane so he can marry mary mary steenburgen is great as mary gulliver another th century english character with an american accent but never mind  she is a deeply tormented character because she has been waiting nine years for her husband to return home and when he finally does  he is talking about tiny people  giants  a flying island and talking horses  mary  despite the strong fantasy element in the story  is a very believable character the special effects are breathtaking especially when you consider that it was filmed on a television scale at a time when cgi was in its infancy  it looks very realistic when we see a foot tall man walking through a city filled with people who are inches tall the cameos are great as well  omar sharif  richard wilson  sir john gielgud  kristin scott thomas  ned beatty  all great actors who create a strong supporting cast that complement danson's superb acting ability the houynhnhms and the yahoos are probably the most effective element of the story on the satire side of things  a society of talking horses who do not possess any of the vices that humans have while the yahoos are primitive  disgusting humans who mate forcefully and appoint their leader depending on how disgusting he is  gulliver and mistress' study of them is also very well done and displays the differences and similarities between humans and yahoos the best version of gulliver's travels by far and one of the best miniseries ever ,0,ted selleck was a grand choice to play gulliver even though his background was mostly charade he shows here that he can do theatrical just as alright or perhaps even better though there is a lot of humour in this hard to turn a blind eye to his american accent especially since his character is supposed to be english but that's just a minor contraption all the villains are equally bah thrown song fox edward fox peter o'toole warwick davis john standing etc despite the fact that most of them are neither tiny gens or giants they are believable in everything they do and their motivations are very unambiguous e g the lilliputians' unremitting suspicion of gulliver grildrig the giant dwarf's hatred of him for usurping his position as court buffoon dr bates' attempt to have gulliver proved insane so he can marry mary mary steenburgen is great as mary gulliver another th century english character with an american accent but never mind she is a deeply tormented character because she has been waiting nine olds for her husband to return home and when he finally does he is talking about tiny people giants a flying island and talking horses mary despite the strong fantasy element in the story is a very believable character the special effects are impressive especially when you consider that it was filmed on a telly scale at a time when cgi was in its infancy it looks very realistic when we look a foot tall man walking through a city filled with people who are inches tall the cameos are grand as alright omar sharif richard wilson sir john gielgud kristin scott thomas downwards beatty all great actors who create a strong supporting cast that complement danson's magnificent behaving ability the houynhnhms and the yahoos are probably the most effective element of the story on the satire side of things a society of talking horses who do not possess any of the evils that humans have while the yahoos are primitive disgusting humans who mate forcefully and appoint their leader depending on how sickening he is gulliver and mistress' study of them is also very well done and displays the differences and analogies between humans and yahoos the best version of gulliver's travels by far and one of the best miniseries ever,0.3743979036808014,25,0.9425954880500336,Y,0.06,0.987751841545105
1,this is one you can watch over and over and laugh just as much each time  we have been on a keaton fest around here after purchasing some of his films  in this one buster is mistaken for an escaped murderer and there are lots of chase scenes and crazy scenes but also what is best about buster  his creativity  the opening scene is really funny and it just keeps going from there ,0,this is one you can watch over and over and laugh just as much each time we have been on a keaton fest around here after purchasing some of his films in this one buster is mistaken for an escaped murderer and there are lots of chase scenes and crazy scenes but also what is better about buster his creativity the opening scenario is really comical and it just remains disappearing from there,0.3526771664619446,5,0.9416342412451362,Y,0.07,0.8531846404075623
1,pulling in million viewers  one has to wonder what everyone's opinions on the storyline  plot is reading the run down over at lifetime  i was led to believe that this would be an edgeofyourseat thriller about a single mother being stalked and finally confronting the stalker  sadly i was mistaken  while the main plot is interesting enough  single mother run off road one night  then is stalked by same guy  the reasoning behind the stalking left nothing but a really bad taste in my mouth laura leighton plays the victim  and she does it well  whether it was all those years on melrose place or not  she does well in this movie  playing a mother who would do anything to protect her son from harm  and she's looking pretty good too these days leighton is really the only good thing about this movie  i think many people will identify with the main character  after discovering why the stalker is stalking  it will be a viewonlyonce type of movie ,0,pulling in million viewers one has to miracle what everyone's opinions on the storyline plot is reading the run down over at lifetime i was led to believe that this would be an edgeofyourseat thriller about a single mummy being stalked and finally faces the stalker sadly i was mistaken while the main plot is interesting enough single mother run off road one night then is stalked by same bloke the reasoning behind the stalking left nothing but a really bad taste in my mouth laura leighton plays the victim and she does it well whether it was all those years on melrose place or not she does well in this movie playing a mother who would do anything to protect her son from harm and she's looking pretty good too these days leighton is really the only alright thing about this movie i think many people will identify with the main character after discovering why the stalker is stalking it will be a viewonlyonce type of movie,0.2941570580005646,5,0.9637526652452024,Y,0.03,0.6940281987190247
1,since the last horrid astérix film and the fact that we only get the swiss german version in cinemas  here  i went to watch it with quite a bit of trepidation  unfounded  as i was happy to discover  the film is funny and modern  has good gags  a good animation  an amusing character interaction  a good voice cast note  i can only speak for the swiss german one  except for the viking chief's daughter abba her name is great  despite the not very inspired voice actress  i especially liked the character justforkix goudurix in french  grautvornix in german  he's the young man who is supposed to be put in shape    he's a very amusing portrayal of a mollycoddled  urban teenager  but he's very likable  despite the teenage mannerisms  xd the interaction between astérix  obélix and their young charge is fantastic and thoroughly entertaining it shouldn't be compared to the old films  since this one is quite different  which surprisingly doesn't make it bad  on the contrary  when they tried to modernize the last film twelve years ago  they completely blew it  this film  however  proved that it can be done just fine  i came out of the theater cheerful  always a good sign ,0,because the final horrid astérix film and the fact that we only get the swiss german version in cinemas here i went to watch it with quite a bit of trepidation unfounded as i was happy to discover the film is funny and modern has good jokes a good animation an amusing personage interaction a alright voice cast note i can only speak for the swiss german one except for the viking chief's daughter abba her name is great despite the not very inspired voice actress i especially rained the personage justforkix goudurix in french grautvornix in german he's the young man who is supposed to be put in shape he's a very amusing portrayal of a mollycoddled urban teenager but he's very likable despite the teenage mannerisms xd the interaction between astérix obélix and their young charge is fantastic and intently entertaining it shouldn't be compared to the old films since this one is quite different which surprisingly doesn't make it bad on the contrary when they tried to modernize the last film twelve years ago they completely blew it this filmmaking however proved that it can be done just fine i came out of the theater cheerful permanently a good sign,0.4069753587245941,10,0.947323340471092,Y,0.05,0.9374794363975524
0,this story about three women is a very sensitive study about  muriël charlotte van den eynde the youngest  laura els dottermans who is about and martha frieda pittors the oldest who is the mother of muriël  they live together in the same building  they have different expectations of life  the vital laura wants a child  muriël comes from a village and wants to change her life in brussels  martha dreams about her youth when she was a young girl  in fact nothing happens in this movie so you wait for something  for instances an accident  which could dramatize this story  as times goes on  you discover that the director dorothée van den berghe only wants to develop a psychological portrait of the three women and nothing more  this movie is disappointing because you expect the women to learn from their experiences which is not the case  so one is left with a feeling of emptiness ,1,this story about three women is a very sensitive study about muriël charlotte van burrowing eynde the youngest laura els dottermans who is about and martha frieda pittors the oldest who is the mother of muriël they live together in the same building they have different outlook of lives the vital laura wants a child muriël comes from a village and wants to change her life in brussels martha dreams about her youth when she was a young girl in fact nothing happens in this movie so you wait for something for instances an accident which could dramatize this story as times goes on you uncovering that the superintendent dorothée van den berghe only wants to develops a psychological portrait of the three women and anything more this movie is discouraging because you expect the women to learn from their experiences which is not the case so one is left with a feeling of emptiness,0.6161602139472961,8,0.9536199095022624,Y,0.05,0.06873681396245956
1,with the badly injured tony in an induced coma  two things happen  tony imagines himself leading the life of a salesman attending a business convention  while his family and friends go through hell trying to cope with the possible loss of the big man  the dream sequences are right out of an old twilight zone episode  as tony finds himself transformed into an average joe trying to deal with a missing wallet and mixedup identities while on a crosscountry business trip  his intonation as a blazer and khakiwearing schnook is more midamerican and less that of an italian thug from noo joisey  a nice touch  the shockingly longhaired  hippydippy aj whom paulie calls van helsing at one point has a nice scene with his comatose old man  the best moment has the big boys trying to talk about life without tony  which immediately breaks down into a territorial dispute  vito gets off a line about the newdead gene possibly having been a closet case  which is interesting in light of what we are about to learn about vito ,0,with the badly wound tony in an induced coma two things happen tony imagines himself leading the life of a salesman attending a business convention while his family and friends go through hell trying to cope with the possible loss of the big man the dream sequences are right out of an old twilight zone episode as tony found himself transformed into an average joe trying to treating with a missing wallet and mixedup id while on a crosscountry business trip his intonation as a blazer and khakiwearing moron is more midamerican and less that of an italian thug from noo joisey a nice touch the shockingly longhaired hippydippy aj whom paulie calls van helsing at one point has a nice scene with his comatose old man the best moment has the big boys trying to talk about life without tony which immediately breaks down into a territorial dispute vito gets off a line about the newdead gene possibly having been a closet case which is interesting in light of what we are about to learn about vito,0.3385483026504517,5,0.9751737835153924,Y,0.03,0.7850365042686462
0,my favorite part was when the credits started to roll  i wish i could give it a out of i really wish i had that hour and thirty minutes back  don't waste your money or time on it  i really could have watched grass grow and felt better after wards nadia was really pretty and i hope the movie didn't destroy her career  but she chose to be in it all in all it sucked more than any other movie has sucked  more than kazaam and glitter combined  that's saying something don'tdoit  ,1,my favourite part was when the credits started to rollo i wish i could give it a out of i really wish i had that hour and thirty mn back don't debris your monetary or time on it i truly could have noticed grass grow and felt better after wards nadia was truly belle and i hope the movie didn't destroy her vocational but she chose to be in it all in all it sucked more than any other movie has strived more than kazaam and sprinkles combined that's saying somethings don'tdoit,0.6885515451431274,13,0.9119496855345912,Y,0.14,0.02479321323335171
0,i saw this movie originally in the theater  when i was even at that age the 'humor' was mildly insulting to my adolescent intelligence in the past  whenever i would see ed begley jr  or jeff goldblum i would cringe and start to feel very uncomfortable and even slightly sad  until i was reminded of the existence of this movie today  i was unsure why i felt that way  apparently i blocked my memory of this movie yet my negative feelings towards two of the perpetrators remained  apparently i forgot that i saw this movie but subconsciously mourned the pieces of my soul that had been stolen  nay eaten by the creators of this inhuman work i haven't been brave enough to try watching it as an adult  i imagine that as part of the healing process that i should probably look at confronting this childhood fear so that i can truly put it behind me  some regression therapy and  or hypnosis might not be a bad idea either ,1,i saw this movie originally in the theater when i was even at that age the 'humor' was mildly derogatory to my adolescent intelligence in the past whenever i did see ed begley son or jeff goldblum i would cringe and start to feel very uncomfortable and yet slightly sad until i was reminded of the existence of this movie today i was unsure why i felt that way apparently i blocked my memories of this movie yet my negative feelings towards ii of the perpetrators remained apparently i forgot that i saw this movie but subconsciously mourned the segments of my soul that had been stolen everchanging ate by the creators of this inhuman work i haven't been courageous enough to try watching it as an adult i imagine that as part of the healing process that i should arguably listens at confronting this childhood fear so that i can truly mise it posterior me some regression treatment and or hypnosis might not be a naughty thoughts either,0.795048713684082,17,0.9197630586968228,Y,0.1,0.029877258464694027
0,this movie wasted hours of my time and just make me wanna scream  lame nicholas stoller write the movie yes man but direct this maybe he should stick with writing i am so disappointed because i heard all the great review  i was expecting something like knocked up  they say this is from the maker of knocked up why can't i see the resemblance  but this just felt like a shallow  overdonetheme kind of movie for me  i am so disappointed  actually it's not bad if you consider it as youraveragechickmovie  but that character of the band guy just get on my nervesmaybe i was just not paying enough attention to the movie  but yeah they have some funny lines and scene  but i don't felt the originality  and the ending make the movie a little bit better  at least the ending is not some boring cliché one ,1,this filmmaking mistook hourly of my time and just make me wanna scream null nicolai stoller writes the movie yes man but direct this maybe he should stick with writing i am so disappointed because i heard all the great reviewing i was expecting somethin fond knocked up they tell this is from the maker of knocked up why can't i behold the similarity but this just felt loves a surface overdonetheme kind of movie for me i am so disenchanted actually it's not bad if you consider it as youraveragechickmovie but that character of the band guy just get on my nervesmaybe i was just not paying enough attention to the movie but yeah they have some funny lines and scene but i don't sensed the originality and the ending make the film a little bit better at least the ending is not some bored cliché eden,0.6553379893302917,19,0.9170305676855895,Y,0.13,0.005119005683809519
0,i saw this movie last night at the berlinale as part of the competition  it was billed as the world premiere of the movie by the host though it seems that people here have seen it previously  i have to say  i still don't really know what to make of the movie  i am unfamiliar with the book  purchased the ticket only two hours beforehand and had only limited knowledge of the plot  not enough  as it seems  as i had problems getting into the movie  the movie is sometimes being narrated by jones' character but somehow that perspective did not fit for me  and i really cannot say if some of the laughs the movie got were calculated or not  the cuts were abrupt and disruptive  the scenes seemed somehow slapped together and the storytelling did not always make sense right away even leaving out the supernatural parts  the actors were really good but could not really save the movie somehow  it was entertaining but sometimes only in the sense that i sat there thinking about technical details of movie making and what went wrong with this one  i still do not know what kind of mood the director intended the movie to have  it was a strange mix of light  dark  supernatural  it sadly did not draw me in at all and i rather watched it with a technical eye  but thinking about what is wrong with a movie while watching it is the best sign that a movie somehow has failed  i would have definitely expected something else with these actors involved  too bad ,1,i saw this movie last nocturnal at the berlinale as part of the competition it was bill as the world premiere of the movie by the host though it seems that people here have seen it previously i have to say i still don't really know what to make of the movie i am unfamiliar with the book acquired the ticket only two period beforehand and had only limited knowledge of the conspiracies not enough as it seems as i had difficulties getting into the movie the movie is sometimes being narrated by jones' character but somehow that perspective did not fit for me and i really cannot say if some of the laughs the movie got were calculations or not the cuts were abrupt and disruptive the scenes seemed somehow slugged together and the story did not always deliver sense right away even leaving out the astonishing parts the actors were truly nice but could not really savings the movie somehow it was entertaining but sometimes only in the sense that i sat there thinking about technical details of movies making and what went wrong with this one i yet do not know what kind of mood the headmaster intended the movie to have it was a strange mix of light dark supernatural it sadly did not attracts me in at all and i rather watched it with a technical eye but thinking about what is wrong with a movie while watching it is the finest signature that a movies someplace has failed i would have assuredly expected something else with these actors involved too naughty,0.71627277135849,24,0.9272976680384089,Y,0.09,0.0172677394002676
0,this is a movie that was probably made to entertain the middle school  early high school age kids  maybe to them it's funny  they may possibly even see something scary in it  to me  the acting is poor  and plot is poor  there's just not much value at all for the adult viewer  i saw this film as weak and boring  at times there was the possibility that the movie could become interesting but it never really materialized  the creatures look pretty good but after seeing them for a few seconds  they don't seem to have any substance other than the look  at times i wasn't sure if the movie was trying to make another attempt at comedy or was it just another attempt at horror that failed again  this movie just wasn't good for me ,1,this is a movies that was probably brought to entertain the middle school early high school age infantile potentially to them it's hilarious they may possibly even see somethin frightening in it to me the caretaker is poor and conspiring is pauper there's just not mucho value at all for the adult viewer i saw this film as frail and bore at times there was the possibility that the movie ca become interesting but it nos really everchanging the critters listens pretty good but after seeing them for a few seconds they don't seem to have any groin other than the look at times i wasn't persuaded if the movie was trying to bring further attempts at comedy or was it just others attempt at dread that failed again this movie just wasn't nice for me,0.5286686420440674,26,0.8544346648612051,Y,0.19,0.007963004522025585
